StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2024-09-14T00:00:00Z,APXMIDP,2024-09-14,3,55.22,1507.950
2024-09-14T00:00:00Z,N2EXMIDP,2024-09-14,3,0.00,0.000
2024-09-13T23:30:00Z,APXMIDP,2024-09-14,2,66.81,1746.350
2024-09-13T23:30:00Z,N2EXMIDP,2024-09-14,2,0.00,0.000
2024-09-13T23:00:00Z,APXMIDP,2024-09-14,1,73.26,1929.700
2024-09-13T23:00:00Z,N2EXMIDP,2024-09-14,1,0.00,0.000
2024-09-13T22:30:00Z,APXMIDP,2024-09-13,48,74.21,1879.850
2024-09-13T22:30:00Z,N2EXMIDP,2024-09-13,48,0.00,0.000
2024-09-13T22:00:00Z,APXMIDP,2024-09-13,47,72.20,1877.750
2024-09-13T22:00:00Z,N2EXMIDP,2024-09-13,47,0.00,0.000
2024-09-13T21:30:00Z,APXMIDP,2024-09-13,46,68.98,3622.850
2024-09-13T21:30:00Z,N2EXMIDP,2024-09-13,46,0.00,0.000
2024-09-13T21:00:00Z,APXMIDP,2024-09-13,45,71.85,2851.850
2024-09-13T21:00:00Z,N2EXMIDP,2024-09-13,45,0.00,0.000
2024-09-13T20:30:00Z,APXMIDP,2024-09-13,44,72.42,3495.900
2024-09-13T20:30:00Z,N2EXMIDP,2024-09-13,44,0.00,0.000
2024-09-13T20:00:00Z,APXMIDP,2024-09-13,43,74.34,3217.300
2024-09-13T20:00:00Z,N2EXMIDP,2024-09-13,43,0.00,0.000
2024-09-13T19:30:00Z,APXMIDP,2024-09-13,42,82.04,3012.850
2024-09-13T19:30:00Z,N2EXMIDP,2024-09-13,42,0.00,0.000
2024-09-13T19:00:00Z,APXMIDP,2024-09-13,41,87.32,3131.500
2024-09-13T19:00:00Z,N2EXMIDP,2024-09-13,41,0.00,0.000
2024-09-13T18:30:00Z,APXMIDP,2024-09-13,40,93.51,3872.900
2024-09-13T18:30:00Z,N2EXMIDP,2024-09-13,40,0.00,0.000
2024-09-13T18:00:00Z,APXMIDP,2024-09-13,39,91.45,3349.550
2024-09-13T18:00:00Z,N2EXMIDP,2024-09-13,39,0.00,0.000
2024-09-13T17:30:00Z,APXMIDP,2024-09-13,38,85.10,3160.650
2024-09-13T17:30:00Z,N2EXMIDP,2024-09-13,38,0.00,0.000
2024-09-13T17:00:00Z,APXMIDP,2024-09-13,37,82.46,2968.850
2024-09-13T17:00:00Z,N2EXMIDP,2024-09-13,37,0.00,0.000
2024-09-13T16:30:00Z,APXMIDP,2024-09-13,36,79.28,2493.950
2024-09-13T16:30:00Z,N2EXMIDP,2024-09-13,36,0.00,0.000
2024-09-13T16:00:00Z,APXMIDP,2024-09-13,35,71.87,2449.950
2024-09-13T16:00:00Z,N2EXMIDP,2024-09-13,35,0.00,0.000
2024-09-13T15:30:00Z,APXMIDP,2024-09-13,34,72.08,2307.300
2024-09-13T15:30:00Z,N2EXMIDP,2024-09-13,34,0.00,0.000
2024-09-13T15:00:00Z,APXMIDP,2024-09-13,33,76.20,2341.100
2024-09-13T15:00:00Z,N2EXMIDP,2024-09-13,33,0.00,0.000
2024-09-13T14:30:00Z,APXMIDP,2024-09-13,32,66.24,2365.600
2024-09-13T14:30:00Z,N2EXMIDP,2024-09-13,32,0.00,0.000
2024-09-13T14:00:00Z,APXMIDP,2024-09-13,31,66.44,2278.450
2024-09-13T14:00:00Z,N2EXMIDP,2024-09-13,31,0.00,0.000
2024-09-13T13:30:00Z,APXMIDP,2024-09-13,30,72.99,2597.150
2024-09-13T13:30:00Z,N2EXMIDP,2024-09-13,30,0.00,0.000
2024-09-13T13:00:00Z,APXMIDP,2024-09-13,29,67.27,2420.400
2024-09-13T13:00:00Z,N2EXMIDP,2024-09-13,29,0.00,0.000
2024-09-13T12:30:00Z,APXMIDP,2024-09-13,28,73.38,3205.900
2024-09-13T12:30:00Z,N2EXMIDP,2024-09-13,28,0.00,0.000
2024-09-13T12:00:00Z,APXMIDP,2024-09-13,27,69.64,2653.150
2024-09-13T12:00:00Z,N2EXMIDP,2024-09-13,27,0.00,0.000
2024-09-13T11:30:00Z,APXMIDP,2024-09-13,26,73.16,3107.350
2024-09-13T11:30:00Z,N2EXMIDP,2024-09-13,26,0.00,0.000
2024-09-13T11:00:00Z,APXMIDP,2024-09-13,25,66.83,2649.700
2024-09-13T11:00:00Z,N2EXMIDP,2024-09-13,25,0.00,0.000
2024-09-13T10:30:00Z,APXMIDP,2024-09-13,24,65.97,3311.400
2024-09-13T10:30:00Z,N2EXMIDP,2024-09-13,24,0.00,0.000
2024-09-13T10:00:00Z,APXMIDP,2024-09-13,23,52.59,2659.450
2024-09-13T10:00:00Z,N2EXMIDP,2024-09-13,23,0.00,0.000
2024-09-13T09:30:00Z,APXMIDP,2024-09-13,22,78.28,2759.450
2024-09-13T09:30:00Z,N2EXMIDP,2024-09-13,22,0.00,0.000
2024-09-13T09:00:00Z,APXMIDP,2024-09-13,21,81.64,2455.050
2024-09-13T09:00:00Z,N2EXMIDP,2024-09-13,21,0.00,0.000
2024-09-13T08:30:00Z,APXMIDP,2024-09-13,20,78.19,2288.500
2024-09-13T08:30:00Z,N2EXMIDP,2024-09-13,20,0.00,0.000
2024-09-13T08:00:00Z,APXMIDP,2024-09-13,19,85.49,2256.200
2024-09-13T08:00:00Z,N2EXMIDP,2024-09-13,19,0.00,0.000
2024-09-13T07:30:00Z,APXMIDP,2024-09-13,18,94.81,1892.700
2024-09-13T07:30:00Z,N2EXMIDP,2024-09-13,18,0.00,0.000
2024-09-13T07:00:00Z,APXMIDP,2024-09-13,17,101.53,1805.000
2024-09-13T07:00:00Z,N2EXMIDP,2024-09-13,17,0.00,0.000
2024-09-13T06:30:00Z,APXMIDP,2024-09-13,16,118.83,1855.200
2024-09-13T06:30:00Z,N2EXMIDP,2024-09-13,16,0.00,0.000
2024-09-13T06:00:00Z,APXMIDP,2024-09-13,15,109.30,2050.700
2024-09-13T06:00:00Z,N2EXMIDP,2024-09-13,15,0.00,0.000
2024-09-13T05:30:00Z,APXMIDP,2024-09-13,14,103.29,1515.800
2024-09-13T05:30:00Z,N2EXMIDP,2024-09-13,14,0.00,0.000
2024-09-13T05:00:00Z,APXMIDP,2024-09-13,13,92.38,1617.150
2024-09-13T05:00:00Z,N2EXMIDP,2024-09-13,13,0.00,0.000
2024-09-13T04:30:00Z,APXMIDP,2024-09-13,12,78.66,1648.800
