StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2023-06-24T00:00:00Z,APXMIDP,2023-06-24,3,94.94,1278.650
2023-06-24T00:00:00Z,N2EXMIDP,2023-06-24,3,0.00,0.000
2023-06-23T23:30:00Z,APXMIDP,2023-06-24,2,95.10,1370.450
2023-06-23T23:30:00Z,N2EXMIDP,2023-06-24,2,0.00,0.000
2023-06-23T23:00:00Z,APXMIDP,2023-06-24,1,83.91,1208.250
2023-06-23T23:00:00Z,N2EXMIDP,2023-06-24,1,0.00,0.000
2023-06-23T22:30:00Z,APXMIDP,2023-06-23,48,90.35,1444.900
2023-06-23T22:30:00Z,N2EXMIDP,2023-06-23,48,0.00,0.000
2023-06-23T22:00:00Z,APXMIDP,2023-06-23,47,88.88,1626.000
2023-06-23T22:00:00Z,N2EXMIDP,2023-06-23,47,0.00,0.000
2023-06-23T21:30:00Z,APXMIDP,2023-06-23,46,88.23,1167.700
2023-06-23T21:30:00Z,N2EXMIDP,2023-06-23,46,0.00,0.000
2023-06-23T21:00:00Z,APXMIDP,2023-06-23,45,93.72,1129.500
2023-06-23T21:00:00Z,N2EXMIDP,2023-06-23,45,0.00,0.000
2023-06-23T20:30:00Z,APXMIDP,2023-06-23,44,91.52,1352.000
2023-06-23T20:30:00Z,N2EXMIDP,2023-06-23,44,0.00,0.000
2023-06-23T20:00:00Z,APXMIDP,2023-06-23,43,96.49,1362.900
2023-06-23T20:00:00Z,N2EXMIDP,2023-06-23,43,0.00,0.000
2023-06-23T19:30:00Z,APXMIDP,2023-06-23,42,100.04,1669.650
2023-06-23T19:30:00Z,N2EXMIDP,2023-06-23,42,0.00,0.000
2023-06-23T19:00:00Z,APXMIDP,2023-06-23,41,104.42,1708.300
2023-06-23T19:00:00Z,N2EXMIDP,2023-06-23,41,0.00,0.000
2023-06-23T18:30:00Z,APXMIDP,2023-06-23,40,93.96,1565.450
2023-06-23T18:30:00Z,N2EXMIDP,2023-06-23,40,0.00,0.000
2023-06-23T18:00:00Z,APXMIDP,2023-06-23,39,96.52,1632.100
2023-06-23T18:00:00Z,N2EXMIDP,2023-06-23,39,0.00,0.000
2023-06-23T17:30:00Z,APXMIDP,2023-06-23,38,94.56,1608.200
2023-06-23T17:30:00Z,N2EXMIDP,2023-06-23,38,0.00,0.000
2023-06-23T17:00:00Z,APXMIDP,2023-06-23,37,96.77,1945.600
2023-06-23T17:00:00Z,N2EXMIDP,2023-06-23,37,0.00,0.000
2023-06-23T16:30:00Z,APXMIDP,2023-06-23,36,92.70,1667.900
2023-06-23T16:30:00Z,N2EXMIDP,2023-06-23,36,0.00,0.000
2023-06-23T16:00:00Z,APXMIDP,2023-06-23,35,94.14,2121.450
2023-06-23T16:00:00Z,N2EXMIDP,2023-06-23,35,0.00,0.000
2023-06-23T15:30:00Z,APXMIDP,2023-06-23,34,87.81,1741.100
2023-06-23T15:30:00Z,N2EXMIDP,2023-06-23,34,0.00,0.000
2023-06-23T15:00:00Z,APXMIDP,2023-06-23,33,79.13,1492.350
2023-06-23T15:00:00Z,N2EXMIDP,2023-06-23,33,0.00,0.000
2023-06-23T14:30:00Z,APXMIDP,2023-06-23,32,86.47,1694.500
2023-06-23T14:30:00Z,N2EXMIDP,2023-06-23,32,0.00,0.000
2023-06-23T14:00:00Z,APXMIDP,2023-06-23,31,79.47,1636.550
2023-06-23T14:00:00Z,N2EXMIDP,2023-06-23,31,0.00,0.000
2023-06-23T13:30:00Z,APXMIDP,2023-06-23,30,69.63,1836.250
2023-06-23T13:30:00Z,N2EXMIDP,2023-06-23,30,0.00,0.000
2023-06-23T13:00:00Z,APXMIDP,2023-06-23,29,72.22,1868.500
2023-06-23T13:00:00Z,N2EXMIDP,2023-06-23,29,0.00,0.000
2023-06-23T12:30:00Z,APXMIDP,2023-06-23,28,66.72,1914.850
2023-06-23T12:30:00Z,N2EXMIDP,2023-06-23,28,0.00,0.000
2023-06-23T12:00:00Z,APXMIDP,2023-06-23,27,73.66,1877.050
2023-06-23T12:00:00Z,N2EXMIDP,2023-06-23,27,0.00,0.000
2023-06-23T11:30:00Z,APXMIDP,2023-06-23,26,64.08,1539.600
2023-06-23T11:30:00Z,N2EXMIDP,2023-06-23,26,0.00,0.000
2023-06-23T11:00:00Z,APXMIDP,2023-06-23,25,66.12,1506.250
2023-06-23T11:00:00Z,N2EXMIDP,2023-06-23,25,0.00,0.000
2023-06-23T10:30:00Z,APXMIDP,2023-06-23,24,84.67,1774.050
2023-06-23T10:30:00Z,N2EXMIDP,2023-06-23,24,0.00,0.000
2023-06-23T10:00:00Z,APXMIDP,2023-06-23,23,104.53,1381.850
2023-06-23T10:00:00Z,N2EXMIDP,2023-06-23,23,0.00,0.000
2023-06-23T09:30:00Z,APXMIDP,2023-06-23,22,88.28,1428.150
2023-06-23T09:30:00Z,N2EXMIDP,2023-06-23,22,0.00,0.000
2023-06-23T09:00:00Z,APXMIDP,2023-06-23,21,95.83,1449.300
2023-06-23T09:00:00Z,N2EXMIDP,2023-06-23,21,0.00,0.000
2023-06-23T08:30:00Z,APXMIDP,2023-06-23,20,102.39,1219.250
2023-06-23T08:30:00Z,N2EXMIDP,2023-06-23,20,0.00,0.000
2023-06-23T08:00:00Z,APXMIDP,2023-06-23,19,106.76,1025.550
2023-06-23T08:00:00Z,N2EXMIDP,2023-06-23,19,0.00,0.000
2023-06-23T07:30:00Z,APXMIDP,2023-06-23,18,113.86,1215.900
2023-06-23T07:30:00Z,N2EXMIDP,2023-06-23,18,0.00,0.000
2023-06-23T07:00:00Z,APXMIDP,2023-06-23,17,108.16,954.550
2023-06-23T07:00:00Z,N2EXMIDP,2023-06-23,17,0.00,0.000
2023-06-23T06:30:00Z,APXMIDP,2023-06-23,16,110.36,1078.400
2023-06-23T06:30:00Z,N2EXMIDP,2023-06-23,16,0.00,0.000
2023-06-23T06:00:00Z,APXMIDP,2023-06-23,15,96.48,1023.000
2023-06-23T06:00:00Z,N2EXMIDP,2023-06-23,15,0.00,0.000
2023-06-23T05:30:00Z,APXMIDP,2023-06-23,14,122.14,967.600
2023-06-23T05:30:00Z,N2EXMIDP,2023-06-23,14,0.00,0.000
2023-06-23T05:00:00Z,APXMIDP,2023-06-23,13,101.32,993.800
2023-06-23T05:00:00Z,N2EXMIDP,2023-06-23,13,0.00,0.000
2023-06-23T04:30:00Z,APXMIDP,2023-06-23,12,96.99,735.100
2023-06-23T04:30:00Z,N2EXMIDP,2023-06-23,12,0.00,0.000
2023-06-23T04:00:00Z,APXMIDP,2023-06-23,11,91.45,977.050
2023-06-23T04:00:00Z,N2EXMIDP,2023-06-23,11,0.00,0.000
2023-06-23T03:30:00Z,APXMIDP,2023-06-23,10,83.20,1243.200
2023-06-23T03:30:00Z,N2EXMIDP,2023-06-23,10,0.00,0.000
2023-06-23T03:00:00Z,APXMIDP,2023-06-23,9,88.30,991.750
2023-06-23T03:00:00Z,N2EXMIDP,2023-06-23,9,0.00,0.000
2023-06-23T02:30:00Z,APXMIDP,2023-06-23,8,80.94,835.550
2023-06-23T02:30:00Z,N2EXMIDP,2023-06-23,8,0.00,0.000
2023-06-23T02:00:00Z,APXMIDP,2023-06-23,7,88.59,1051.400
2023-06-23T02:00:00Z,N2EXMIDP,2023-06-23,7,0.00,0.000
2023-06-23T01:30:00Z,APXMIDP,2023-06-23,6,87.18,1096.750
2023-06-23T01:30:00Z,N2EXMIDP,2023-06-23,6,0.00,0.000
2023-06-23T01:00:00Z,APXMIDP,2023-06-23,5,86.26,955.400
2023-06-23T01:00:00Z,N2EXMIDP,2023-06-23,5,0.00,0.000
2023-06-23T00:30:00Z,APXMIDP,2023-06-23,4,77.40,645.800
2023-06-23T00:30:00Z,N2EXMIDP,2023-06-23,4,0.00,0.000
2023-06-23T00:00:00Z,APXMIDP,2023-06-23,3,79.09,613.100
2023-06-23T00:00:00Z,N2EXMIDP,2023-06-23,3,0.00,0.000
2023-06-22T23:30:00Z,APXMIDP,2023-06-23,2,85.50,854.950
2023-06-22T23:30:00Z,N2EXMIDP,2023-06-23,2,0.00,0.000
2023-06-22T23:00:00Z,APXMIDP,2023-06-23,1,88.30,914.200
2023-06-22T23:00:00Z,N2EXMIDP,2023-06-23,1,0.00,0.000
2023-06-22T22:30:00Z,APXMIDP,2023-06-22,48,81.30,707.400
2023-06-22T22:30:00Z,N2EXMIDP,2023-06-22,48,0.00,0.000
2023-06-22T22:00:00Z,APXMIDP,2023-06-22,47,84.20,774.650
2023-06-22T22:00:00Z,N2EXMIDP,2023-06-22,47,0.00,0.000
2023-06-22T21:30:00Z,APXMIDP,2023-06-22,46,91.65,1122.700
2023-06-22T21:30:00Z,N2EXMIDP,2023-06-22,46,0.00,0.000
2023-06-22T21:00:00Z,APXMIDP,2023-06-22,45,100.64,1104.450
2023-06-22T21:00:00Z,N2EXMIDP,2023-06-22,45,0.00,0.000
2023-06-22T20:30:00Z,APXMIDP,2023-06-22,44,94.51,1256.950
2023-06-22T20:30:00Z,N2EXMIDP,2023-06-22,44,0.00,0.000
2023-06-22T20:00:00Z,APXMIDP,2023-06-22,43,100.25,1282.350
2023-06-22T20:00:00Z,N2EXMIDP,2023-06-22,43,0.00,0.000
2023-06-22T19:30:00Z,APXMIDP,2023-06-22,42,103.71,1708.650
2023-06-22T19:30:00Z,N2EXMIDP,2023-06-22,42,0.00,0.000
2023-06-22T19:00:00Z,APXMIDP,2023-06-22,41,100.27,1892.100
2023-06-22T19:00:00Z,N2EXMIDP,2023-06-22,41,0.00,0.000
2023-06-22T18:30:00Z,APXMIDP,2023-06-22,40,98.53,1706.000
2023-06-22T18:30:00Z,N2EXMIDP,2023-06-22,40,0.00,0.000
2023-06-22T18:00:00Z,APXMIDP,2023-06-22,39,100.82,1314.750
2023-06-22T18:00:00Z,N2EXMIDP,2023-06-22,39,0.00,0.000
2023-06-22T17:30:00Z,APXMIDP,2023-06-22,38,101.28,1373.000
2023-06-22T17:30:00Z,N2EXMIDP,2023-06-22,38,0.00,0.000
2023-06-22T17:00:00Z,APXMIDP,2023-06-22,37,100.88,1388.500
2023-06-22T17:00:00Z,N2EXMIDP,2023-06-22,37,0.00,0.000
2023-06-22T16:30:00Z,APXMIDP,2023-06-22,36,106.34,1396.150
2023-06-22T16:30:00Z,N2EXMIDP,2023-06-22,36,0.00,0.000
2023-06-22T16:00:00Z,APXMIDP,2023-06-22,35,98.17,1056.500
2023-06-22T16:00:00Z,N2EXMIDP,2023-06-22,35,0.00,0.000
2023-06-22T15:30:00Z,APXMIDP,2023-06-22,34,100.95,1457.050
2023-06-22T15:30:00Z,N2EXMIDP,2023-06-22,34,0.00,0.000
2023-06-22T15:00:00Z,APXMIDP,2023-06-22,33,91.08,1166.000
2023-06-22T15:00:00Z,N2EXMIDP,2023-06-22,33,0.00,0.000
2023-06-22T14:30:00Z,APXMIDP,2023-06-22,32,95.12,1493.750
2023-06-22T14:30:00Z,N2EXMIDP,2023-06-22,32,0.00,0.000
2023-06-22T14:00:00Z,APXMIDP,2023-06-22,31,90.16,1308.800
2023-06-22T14:00:00Z,N2EXMIDP,2023-06-22,31,0.00,0.000
2023-06-22T13:30:00Z,APXMIDP,2023-06-22,30,92.49,1474.500
2023-06-22T13:30:00Z,N2EXMIDP,2023-06-22,30,0.00,0.000
2023-06-22T13:00:00Z,APXMIDP,2023-06-22,29,92.97,1803.900
2023-06-22T13:00:00Z,N2EXMIDP,2023-06-22,29,0.00,0.000
2023-06-22T12:30:00Z,APXMIDP,2023-06-22,28,90.46,1441.300
2023-06-22T12:30:00Z,N2EXMIDP,2023-06-22,28,0.00,0.000
2023-06-22T12:00:00Z,APXMIDP,2023-06-22,27,94.79,1467.850
2023-06-22T12:00:00Z,N2EXMIDP,2023-06-22,27,0.00,0.000
2023-06-22T11:30:00Z,APXMIDP,2023-06-22,26,95.56,1588.200
2023-06-22T11:30:00Z,N2EXMIDP,2023-06-22,26,0.00,0.000
2023-06-22T11:00:00Z,APXMIDP,2023-06-22,25,95.34,1461.300
2023-06-22T11:00:00Z,N2EXMIDP,2023-06-22,25,0.00,0.000
2023-06-22T10:30:00Z,APXMIDP,2023-06-22,24,98.11,1694.350
2023-06-22T10:30:00Z,N2EXMIDP,2023-06-22,24,0.00,0.000
2023-06-22T10:00:00Z,APXMIDP,2023-06-22,23,95.95,1646.500
