StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2023-12-23T00:00:00Z,APXMIDP,2023-12-23,1,6.32,1368.050
2023-12-23T00:00:00Z,N2EXMIDP,2023-12-23,1,0.00,0.000
2023-12-22T23:30:00Z,APXMIDP,2023-12-22,48,22.94,1667.800
2023-12-22T23:30:00Z,N2EXMIDP,2023-12-22,48,0.00,0.000
2023-12-22T23:00:00Z,APXMIDP,2023-12-22,47,46.09,1542.700
2023-12-22T23:00:00Z,N2EXMIDP,2023-12-22,47,0.00,0.000
2023-12-22T22:30:00Z,APXMIDP,2023-12-22,46,62.79,1919.950
2023-12-22T22:30:00Z,N2EXMIDP,2023-12-22,46,0.00,0.000
2023-12-22T22:00:00Z,APXMIDP,2023-12-22,45,68.19,1854.700
2023-12-22T22:00:00Z,N2EXMIDP,2023-12-22,45,0.00,0.000
2023-12-22T21:30:00Z,APXMIDP,2023-12-22,44,84.51,2070.500
2023-12-22T21:30:00Z,N2EXMIDP,2023-12-22,44,0.00,0.000
2023-12-22T21:00:00Z,APXMIDP,2023-12-22,43,90.20,1928.450
2023-12-22T21:00:00Z,N2EXMIDP,2023-12-22,43,0.00,0.000
2023-12-22T20:30:00Z,APXMIDP,2023-12-22,42,94.03,2233.550
2023-12-22T20:30:00Z,N2EXMIDP,2023-12-22,42,0.00,0.000
2023-12-22T20:00:00Z,APXMIDP,2023-12-22,41,91.60,1858.050
2023-12-22T20:00:00Z,N2EXMIDP,2023-12-22,41,0.00,0.000
2023-12-22T19:30:00Z,APXMIDP,2023-12-22,40,88.80,2008.000
2023-12-22T19:30:00Z,N2EXMIDP,2023-12-22,40,0.00,0.000
2023-12-22T19:00:00Z,APXMIDP,2023-12-22,39,88.43,2092.800
2023-12-22T19:00:00Z,N2EXMIDP,2023-12-22,39,0.00,0.000
2023-12-22T18:30:00Z,APXMIDP,2023-12-22,38,84.70,2640.050
2023-12-22T18:30:00Z,N2EXMIDP,2023-12-22,38,0.00,0.000
2023-12-22T18:00:00Z,APXMIDP,2023-12-22,37,85.69,2297.700
2023-12-22T18:00:00Z,N2EXMIDP,2023-12-22,37,0.00,0.000
2023-12-22T17:30:00Z,APXMIDP,2023-12-22,36,85.13,2345.900
2023-12-22T17:30:00Z,N2EXMIDP,2023-12-22,36,0.00,0.000
2023-12-22T17:00:00Z,APXMIDP,2023-12-22,35,82.62,2464.750
2023-12-22T17:00:00Z,N2EXMIDP,2023-12-22,35,0.00,0.000
2023-12-22T16:30:00Z,APXMIDP,2023-12-22,34,78.45,3045.750
2023-12-22T16:30:00Z,N2EXMIDP,2023-12-22,34,0.00,0.000
2023-12-22T16:00:00Z,APXMIDP,2023-12-22,33,76.10,2779.650
2023-12-22T16:00:00Z,N2EXMIDP,2023-12-22,33,0.00,0.000
