StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2023-06-10T00:00:00Z,APXMIDP,2023-06-10,3,77.79,1118.450
2023-06-10T00:00:00Z,N2EXMIDP,2023-06-10,3,0.00,0.000
2023-06-09T23:30:00Z,APXMIDP,2023-06-10,2,79.93,1023.000
2023-06-09T23:30:00Z,N2EXMIDP,2023-06-10,2,0.00,0.000
2023-06-09T23:00:00Z,APXMIDP,2023-06-10,1,80.39,1203.500
2023-06-09T23:00:00Z,N2EXMIDP,2023-06-10,1,0.00,0.000
2023-06-09T22:30:00Z,APXMIDP,2023-06-09,48,85.72,1255.700
2023-06-09T22:30:00Z,N2EXMIDP,2023-06-09,48,0.00,0.000
2023-06-09T22:00:00Z,APXMIDP,2023-06-09,47,73.00,1705.200
2023-06-09T22:00:00Z,N2EXMIDP,2023-06-09,47,0.00,0.000
2023-06-09T21:30:00Z,APXMIDP,2023-06-09,46,85.76,2071.700
2023-06-09T21:30:00Z,N2EXMIDP,2023-06-09,46,0.00,0.000
2023-06-09T21:00:00Z,APXMIDP,2023-06-09,45,89.81,1836.700
2023-06-09T21:00:00Z,N2EXMIDP,2023-06-09,45,0.00,0.000
2023-06-09T20:30:00Z,APXMIDP,2023-06-09,44,89.80,2192.650
2023-06-09T20:30:00Z,N2EXMIDP,2023-06-09,44,0.00,0.000
2023-06-09T20:00:00Z,APXMIDP,2023-06-09,43,98.34,2095.200
2023-06-09T20:00:00Z,N2EXMIDP,2023-06-09,43,0.00,0.000
2023-06-09T19:30:00Z,APXMIDP,2023-06-09,42,100.40,2215.750
2023-06-09T19:30:00Z,N2EXMIDP,2023-06-09,42,0.00,0.000
2023-06-09T19:00:00Z,APXMIDP,2023-06-09,41,98.61,2163.650
2023-06-09T19:00:00Z,N2EXMIDP,2023-06-09,41,0.00,0.000
2023-06-09T18:30:00Z,APXMIDP,2023-06-09,40,96.51,1893.650
2023-06-09T18:30:00Z,N2EXMIDP,2023-06-09,40,0.00,0.000
2023-06-09T18:00:00Z,APXMIDP,2023-06-09,39,98.33,1814.000
2023-06-09T18:00:00Z,N2EXMIDP,2023-06-09,39,0.00,0.000
2023-06-09T17:30:00Z,APXMIDP,2023-06-09,38,93.68,2218.850
2023-06-09T17:30:00Z,N2EXMIDP,2023-06-09,38,0.00,0.000
2023-06-09T17:00:00Z,APXMIDP,2023-06-09,37,92.24,2615.600
2023-06-09T17:00:00Z,N2EXMIDP,2023-06-09,37,0.00,0.000
2023-06-09T16:30:00Z,APXMIDP,2023-06-09,36,98.75,2184.500
2023-06-09T16:30:00Z,N2EXMIDP,2023-06-09,36,0.00,0.000
2023-06-09T16:00:00Z,APXMIDP,2023-06-09,35,94.63,2138.800
2023-06-09T16:00:00Z,N2EXMIDP,2023-06-09,35,0.00,0.000
2023-06-09T15:30:00Z,APXMIDP,2023-06-09,34,77.68,2086.550
2023-06-09T15:30:00Z,N2EXMIDP,2023-06-09,34,0.00,0.000
2023-06-09T15:00:00Z,APXMIDP,2023-06-09,33,67.69,2256.600
2023-06-09T15:00:00Z,N2EXMIDP,2023-06-09,33,0.00,0.000
2023-06-09T14:30:00Z,APXMIDP,2023-06-09,32,76.32,1915.750
2023-06-09T14:30:00Z,N2EXMIDP,2023-06-09,32,0.00,0.000
2023-06-09T14:00:00Z,APXMIDP,2023-06-09,31,69.63,1750.500
2023-06-09T14:00:00Z,N2EXMIDP,2023-06-09,31,0.00,0.000
2023-06-09T13:30:00Z,APXMIDP,2023-06-09,30,59.02,1673.800
2023-06-09T13:30:00Z,N2EXMIDP,2023-06-09,30,0.00,0.000
2023-06-09T13:00:00Z,APXMIDP,2023-06-09,29,60.61,1632.600
2023-06-09T13:00:00Z,N2EXMIDP,2023-06-09,29,0.00,0.000
2023-06-09T12:30:00Z,APXMIDP,2023-06-09,28,58.22,1668.200
2023-06-09T12:30:00Z,N2EXMIDP,2023-06-09,28,0.00,0.000
2023-06-09T12:00:00Z,APXMIDP,2023-06-09,27,56.05,1519.450
2023-06-09T12:00:00Z,N2EXMIDP,2023-06-09,27,0.00,0.000
2023-06-09T11:30:00Z,APXMIDP,2023-06-09,26,55.53,1715.450
2023-06-09T11:30:00Z,N2EXMIDP,2023-06-09,26,0.00,0.000
2023-06-09T11:00:00Z,APXMIDP,2023-06-09,25,62.59,1713.950
2023-06-09T11:00:00Z,N2EXMIDP,2023-06-09,25,0.00,0.000
2023-06-09T10:30:00Z,APXMIDP,2023-06-09,24,65.86,1641.400
2023-06-09T10:30:00Z,N2EXMIDP,2023-06-09,24,0.00,0.000
2023-06-09T10:00:00Z,APXMIDP,2023-06-09,23,64.32,1671.050
2023-06-09T10:00:00Z,N2EXMIDP,2023-06-09,23,0.00,0.000
2023-06-09T09:30:00Z,APXMIDP,2023-06-09,22,60.86,1423.850
2023-06-09T09:30:00Z,N2EXMIDP,2023-06-09,22,0.00,0.000
2023-06-09T09:00:00Z,APXMIDP,2023-06-09,21,62.92,1464.800
2023-06-09T09:00:00Z,N2EXMIDP,2023-06-09,21,0.00,0.000
2023-06-09T08:30:00Z,APXMIDP,2023-06-09,20,57.63,1159.650
2023-06-09T08:30:00Z,N2EXMIDP,2023-06-09,20,0.00,0.000
2023-06-09T08:00:00Z,APXMIDP,2023-06-09,19,66.48,1332.950
2023-06-09T08:00:00Z,N2EXMIDP,2023-06-09,19,0.00,0.000
2023-06-09T07:30:00Z,APXMIDP,2023-06-09,18,76.07,1606.400
2023-06-09T07:30:00Z,N2EXMIDP,2023-06-09,18,0.00,0.000
2023-06-09T07:00:00Z,APXMIDP,2023-06-09,17,77.31,1319.000
2023-06-09T07:00:00Z,N2EXMIDP,2023-06-09,17,0.00,0.000
2023-06-09T06:30:00Z,APXMIDP,2023-06-09,16,101.45,1609.950
2023-06-09T06:30:00Z,N2EXMIDP,2023-06-09,16,0.00,0.000
2023-06-09T06:00:00Z,APXMIDP,2023-06-09,15,81.15,1762.650
2023-06-09T06:00:00Z,N2EXMIDP,2023-06-09,15,0.00,0.000
2023-06-09T05:30:00Z,APXMIDP,2023-06-09,14,92.26,1154.500
2023-06-09T05:30:00Z,N2EXMIDP,2023-06-09,14,0.00,0.000
2023-06-09T05:00:00Z,APXMIDP,2023-06-09,13,66.60,1397.600
2023-06-09T05:00:00Z,N2EXMIDP,2023-06-09,13,0.00,0.000
2023-06-09T04:30:00Z,APXMIDP,2023-06-09,12,67.48,951.000
2023-06-09T04:30:00Z,N2EXMIDP,2023-06-09,12,0.00,0.000
2023-06-09T04:00:00Z,APXMIDP,2023-06-09,11,59.65,987.000
2023-06-09T04:00:00Z,N2EXMIDP,2023-06-09,11,0.00,0.000
2023-06-09T03:30:00Z,APXMIDP,2023-06-09,10,66.05,1194.700
